title,publishedDate,dislikeCount,commentCount,viewCount,likeCount
Steak ,5/30/2016,12989,11169,7350148,43895
Cruise ,5/30/2016,3473,9094,22707048,154484
Know ,5/30/2016,421,2629,279599,8191
5,5/30/2016,1488,3268,1007129,25306
Lo ,5/30/2016,20900,32014,86456810,751225
Fluid) ,5/30/2016,1018,1325,3284495,19952
5,5/30/2016,1873,3512,965610,22831
Battle ,5/30/2016,1117,1659,4866797,22482
Work ,5/30/2016,33530,26057,76114508,440218
Years ,5/30/2016,11334,22502,16178271,278250
Red? ,5/30/2016,4609,58289,16351685,248926
Twilight ,5/30/2016,6736,27842,36430827,216224
atom? ,5/30/2016,235,1216,1269995,7860
video) ,5/30/2016,7216,35276,28302056,625192
Self? ,5/30/2016,4192,6930,4994223,47551
Playstation ,5/30/2016,710,3345,1299643,17964
Remix ,5/30/2016,59504,54600,422611269,1607893
action ,5/30/2016,1054,2002,4814520,38062
Address ,5/30/2016,2948,20606,24517383,167745
Myself ,5/30/2016,80268,95932,129280728,1332781
Diamonds ,5/30/2016,154140,224793,805596081,2637776
Chains ,5/30/2016,11102,18224,53979520,496003
Lamp! ,5/30/2016,19707,28838,13878862,121684
Time ,5/30/2016,586285,500917,468025473,1390747
Reality ,5/30/2016,857,2847,1543309,29168
McDonald's ,5/30/2016,6136,9497,12400466,35429
Supervolcano ,5/30/2016,382,13866,1190661,24658
(Explicit) ,5/30/2016,47915,54223,274099524,1199555
WorkFam ,5/30/2016,1148,694,518310,13306
Know ,5/30/2016,261,396,1140017,6838
Video) ,5/30/2016,9449,6435,45433326,285895
teacher ,5/30/2016,46842,19287,15688854,221544
Brussels ,5/30/2016,330,1313,1163972,5667
Deep ,5/30/2016,110925,361987,914885952,3379436
Mistletoe ,5/30/2016,243242,403872,234295583,1304709
Boyfriend ,5/30/2016,807537,706857,537235736,2490118
Video] ,5/30/2016,18549,101339,268267519,982973
5,5/30/2016,26096,15548,1037955,30721
DM ,5/30/2016,33359,22776,56551782,419472
you ,5/30/2016,13,23,81745,271
Sweden ,5/30/2016,311,2050,465120,3975
Wap ,5/30/2016,12657,12274,36076618,285913
Fallon ,5/30/2016,5438,16526,57230617,349112
Family! ,5/30/2016,15776,20873,19536068,234261
Debate ,5/30/2016,3707,6146,7303153,63541
VIDEO] ,5/30/2016,32513,74301,197962857,1348945
Life ,5/30/2016,28798,54133,208715919,1146897
Have I Ever ,5/30/2016,475,2861,4841438,68947
Video) ,5/30/2016,182960,234721,629626795,2200672
Papaoutai ,5/30/2016,75372,103222,352645781,1360192
JaBig ,5/30/2016,3957,14609,27516963,102850
Wrong ,5/30/2016,3072,4400,5979373,79452
Video) ,5/30/2016,89884,201099,474360772,3218213
Orgasms ,5/30/2016,7867,4494,14729755,39213
You! ,5/30/2016,988,3699,565470,13610
Lazarus ,5/30/2016,16326,39609,35720560,290847
Ludacris ,5/30/2016,6255189,5695403,1383571695,4598673
Deaths ,5/30/2016,5803,14213,25623519,53854
(Official) ,5/30/2016,13717,39400,149813450,505456
Rodgers ,5/30/2016,945,1629,3730507,54008
Poop ,5/30/2016,2057,7811,4551817,57619
balz) ,5/30/2016,943,2983,8769085,53711
Video) ,5/30/2016,8300,7342,64656233,279569
Woods ,5/30/2016,84993,117015,92672472,1186358
Space ,5/30/2016,5108,19716,8706201,108349
BTS ,5/30/2016,124,201,214405,4485
Off ,5/30/2016,538917,391997,1486736316,4752144
(Throwback) ,5/30/2016,19,312,104573,3360
#FactWar ,5/30/2016,692,1963,486598,10440
Surprise! ,5/30/2016,6396,6287,26387789,78885
CHALLENGE) ,5/30/2016,35,365,71645,3563
Video) ,5/30/2016,223272,225818,1403741432,5227040
TEDxManchesterHighSchool ,5/30/2016,476,1523,1761075,32647
Version) ,5/30/2016,26833,29400,121942712,800423
HD ,5/30/2016,177,388,422601,4843
Test ,5/30/2016,2759,25501,14176342,151921
Wrong ,5/30/2016,1893,2035,1464264,30888
(HBO) ,5/30/2016,23224,59271,26042506,435980
#FactWar ,5/30/2016,337,1725,248248,4938
PILLOWTALK ,5/30/2016,354726,324568,492277822,3345742
Spirit ,5/30/2016,46120,252253,390103677,1907966
YOU! ,5/30/2016,1426,19564,12781923,112074
Alcohol ,5/30/2016,621,1300,966773,15081
MUCH ,5/30/2016,1547,41462,1073422,118184
TEDxLingnanUniversity ,5/30/2016,2514,9180,8005938,95208
Coca-Cola! ,5/30/2016,37418,38154,22530239,130862
Coca-Cola! ,5/30/2016,37418,38154,22530239,130862
Stenson. ,5/30/2016,4168,14435,19340380,120578
pool!! ,5/30/2016,23567,7663,15655159,62952
1,5/30/2016,1160,8066,8002713,50609
Wine ,5/30/2016,5174,9145,47639535,173484
WorkFam ,5/30/2016,1086,940,414310,12350
Quality ,5/30/2016,18352,158112,191676660,563476
Dead... ,5/30/2016,22,608,24475,843
#SnoopaVision ,5/30/2016,10777,17753,30653726,115419
Hall) ,5/30/2016,24842,61317,248789482,928688
Black ,5/30/2016,12368,47393,138504159,596585
You? ,5/30/2016,69,649,30674,1057
molotov'd? ,5/30/2016,398,573,240640,10739
Infared ,5/30/2016,9193,10232,24005822,210801
NFL ,5/30/2016,4250,10755,35359993,201427
Believe ,5/30/2016,1476,2731,7996283,18733
#043) ,5/30/2016,37398,45243,81682991,233941
Broke ,5/30/2016,246,1146,984496,21022
Batali ,5/30/2016,25,47,96496,959
Of ,5/30/2016,24,571,33170,1208
Vegetarian? ,5/30/2016,3007,15167,2609674,56448
Test ,5/30/2016,1592,33698,7178831,110068
McRaven ,5/30/2016,731,1591,3898547,29881
Novelist) ,5/30/2016,15,10,10654,101
"High?"" ",5/30/2016,524,1480,1501029,9048
YTMAs] ,5/30/2016,13228,16569,128003128,625382
TEDxCSU ,5/30/2016,1876,4544,5648216,85423
Movies ,5/30/2016,3111,4356,8830142,43849
VIDEO ,5/30/2016,120619,107945,568259752,3017416
WARS! ,5/30/2016,1357,5962,2281005,64866
Vivaldi ,5/30/2016,14744,32303,96887229,372909
#1 ,5/30/2016,533,4113,2975494,48080
1,5/30/2016,4532,6709,10138913,84863
GoonRock ,5/30/2016,185572,616135,1100856397,3705097
Highlights) ,5/30/2016,1757,8359,13648609,47682
Lo ,5/30/2016,1286,2543,7557372,69130
Video) ,5/30/2016,5402,4312,15720472,112417
Smith ,5/30/2016,445840,436921,571821267,1853028
Sex ,5/30/2016,1228,1335,5528457,31935
Duet! ,5/30/2016,3077,35540,30982386,370207
it? ,5/30/2016,9,58,31900,288
5,5/30/2016,2001,3633,1258583,37390
SNL ,5/30/2016,1834,4819,4367970,42741
6,5/30/2016,52559,29131,22626864,142989
Wrong ,5/30/2016,993,1685,548342,12216
Q&A ,5/30/2016,6,56,7448,240
Know ,5/30/2016,1147,3789,2826659,36268
Cole ,5/30/2016,2732,1674,12858297,86362
EXISTED! ,5/30/2016,7571,16133,9142334,128450
Things ,5/30/2016,1817,1333,2341563,14874
Mozart ,5/30/2016,17748,25505,78528899,283482
Full ,5/30/2016,395,1868,3712124,19328
Kidman ,5/30/2016,3560,12129,34760820,203823
For? ,5/30/2016,40,448,28738,1043
Drop ,5/30/2016,2662,5182,13810334,67011
Intimate ,5/30/2016,188,568,2011797,19930
Bieber ,5/30/2016,35950,30796,91937038,549766
2,5/30/2016,9788,333711,93937108,450464
Ocean ,5/30/2016,459,2511,1487097,30286
sugar ,5/30/2016,768,653,1771891,10471
Now ,5/30/2016,256,583,725325,3586
MINUTES ,5/30/2016,2169,11189,8565677,46131
Seen ,5/30/2016,6,19,8086,201
Levine ,5/30/2016,4403,9314,53050207,333376
Robot ,5/30/2016,467,1883,1088985,22983
Beast ,5/30/2016,5593,17599,14790782,129852
Cancer? ,5/30/2016,216,2210,366835,14269
#FactWar ,5/30/2016,136,1321,264893,5569
SNL) ,5/30/2016,2451,8275,4781991,182740
LAB) ,5/30/2016,986,1266,526673,14334
LAB) ,5/30/2016,986,1266,526673,14334
Karaoke ,5/30/2016,9778,55963,45297812,629149
Hacks ,5/30/2016,1885,5589,5478589,43911
TV ,5/30/2016,11395,21684,44640596,84594
Show ,5/30/2016,27389,14535,157781565,920960
Get ,5/30/2016,261,1686,2513537,40158
Compilation ,5/30/2016,1464,3190,6567453,14123
NFL ,5/30/2016,4528,13085,37091071,197897
Anymore ,5/30/2016,6,3,44959,62
#2 ,5/30/2016,0,0,51,61
Video)(Cover) ,5/30/2016,5092,2279,12676127,56190
Faulkes ,5/30/2016,0,4,86,1
Most ,5/30/2016,0,0,132,1
HD.Qk. ,5/30/2016,19,65,261559,762
animations ,5/30/2016,1,1,220822,8
Heroes ,5/30/2016,3,0,1637,25
Planning ,5/30/2016,0,0,155,1
3,5/30/2016,0,0,72,1
Success ,5/30/2016,0,0,262,1
tock ,5/30/2016,12,5,144491,39
Account ,5/30/2016,0,0,407,1
Song) ,5/30/2016,1,14,8165,15
Workflow ,5/30/2016,0,0,113,0
2,5/30/2016,0,0,551,9
[[2015]] ,5/30/2016,364,191,2160814,3516
Orphan ,5/30/2016,608,0,12297,1182
Sexual) ,5/30/2016,240,84,908497,1538
2014,5/30/2016,0,0,116,1
Padova ,5/30/2016,0,0,104,1
MONTAGE ,5/30/2016,269,1553,745959,9434
2014,5/30/2016,575,100,1681752,2681
NO ,5/30/2016,205830,183442,238362103,1630321
PARODY ,5/30/2016,15592,18337,7520108,107690
Cover) ,5/30/2016,5499,27545,12904064,417774
Colony! ,5/30/2016,42,898,27491,1250
No ,5/30/2016,6218,18946,18262435,148834
Review ,5/30/2016,69,304,56526,2270
Creeps ,5/30/2016,1654,16736,3175534,71322
No!!! ,5/30/2016,528,4740,52821,5977
proklamasyon ,5/30/2016,18,169,62796,250
Live! ,5/30/2016,52,252,11769,467
Interview ,5/30/2016,15,113,856,92
Spaceship ,5/30/2016,458,2461,143390,3067
Duterte ,5/30/2016,60,261,36530,333
Video) ,5/30/2016,55221,35405,64398502,452332
SKILLS! ,5/30/2016,13,16,4829,180
Updates ,5/30/2016,44,292,63850,1574
Egg!) ,5/30/2016,48,89,24680,544
Gameplay ,5/30/2016,2,45,12492,451
Existen ,5/30/2016,2253,906,3106218,13707
You) ,5/30/2016,462,1048,243679,8120
Type ,5/30/2016,157792,112274,389836599,1856136
no! ,5/30/2016,68,884,116644,1252
) ,5/30/2016,4163,4457,31445602,116134
Video) ,5/30/2016,3219,7532,13944697,185816
'No' ,5/30/2016,1600,2489,1429419,26700
Trick ,5/30/2016,769,3347,862201,21444
thanks... ,5/30/2016,1412,3016,979580,28086
choic... ,5/30/2016,40,222,10753,171
WARFARE! ,5/30/2016,11355,6974,342911,14021
know!! ,5/30/2016,279,4632,503434,22633
Minaj ,5/30/2016,31669,26475,162861306,733923
No ,5/30/2016,7731,8130,41203408,309637
10,5/30/2016,7740,1895,12734382,43341
2016) ,5/30/2016,237,433,890264,6938
(Explicit) ,5/30/2016,69022,54896,180069080,774387
Scott ,5/30/2016,4818,8268,25012651,270033
Wayne ,5/30/2016,28206,200578,238624552,1005696
Yandel ,5/30/2016,14639,14576,166893094,303946
Video) ,5/30/2016,959,4153,1211935,34806
existen ,5/30/2016,373,3723,1139914,59542
ToysReview ,5/30/2016,173,57,418390,513
GAME ,5/30/2016,3,20,10583,65
Weekend ,5/30/2016,13,231,39747,2128
Sean ,5/30/2016,2856,6770,13978518,216169
Video) ,5/30/2016,115,70,205172,2046
DELUCA ,5/30/2016,0,2,18343,41
Oficial) ,5/30/2016,10388,9650,68186130,337524
Audio] ,5/30/2016,2006,4744,6717653,79034
Lastimarme ,5/30/2016,17619,12993,115519742,325667
Video) ,5/30/2016,14400,29559,227607041,540040
10,5/30/2016,1506,1269,2951876,21142
2015,5/30/2016,1030,650,8463145,36637
(OFFENSIVE) ,5/30/2016,672,10729,2539138,138438
Pen ,5/30/2016,9390,14190,74608658,329079
Azalea ,5/30/2016,33688,30878,126160537,564870
(Oficial) ,5/30/2016,3270,3294,35181722,74769
1979,5/30/2016,12698,26042,94709012,288478
(Audio) ,5/30/2016,23,39,54527,1081
Audio) ,5/30/2016,1900,3347,20889608,84464
Explained ,5/30/2016,905,1446,157026,3318
6,5/30/2016,1098,1478,2525770,9626
AlphaOmegaSin ,5/30/2016,180,3030,123549,4324
era? ,5/30/2016,129,456,34296,2651
$ign ,5/30/2016,8485,13747,28835749,246261
SKATE ,5/30/2016,63,326,115040,2347
Speak ,5/30/2016,17755,27846,219055864,687072
Sunshine ,5/30/2016,10460,35406,136627378,565313
Conciente ,5/30/2016,29353,19494,160001125,458597
Animated) ,5/30/2016,728,8560,2312730,153307
Good ,5/30/2016,7382,20497,98870016,349736
IGD ,5/30/2016,125,225,23849,575
Sounds ,5/30/2016,2205,7798,5135032,48593
Coming! ,5/30/2016,2313,28078,3064429,46485
Wild ,5/30/2016,12810,46373,42388073,266795
cry ,5/30/2016,1944,12176,40038685,87842
Zombies) ,5/30/2016,217,719,402030,7498
No.2 ,5/30/2016,1315,5193,13127115,90169
Remix) ,5/30/2016,5038,4146,69157254,231647
Lifetime ,5/30/2016,996,4053,5811447,41235
#41 ,5/30/2016,330,1437,388820,9083
VIDEO ,5/30/2016,4711,4666,22656402,140385
Council ,5/30/2016,15034,7154,57120810,218522
[HD] ,5/30/2016,1563,3851,6636892,23006
Existen ,5/30/2016,8469,1696,19251432,73895
LA ,5/30/2016,131,503,847021,4505
Only] ,5/30/2016,2864,3083,10705986,62713
Existen ,5/30/2016,2778,5993,5883574,82463
refuse. ,5/30/2016,5279,20972,1693623,97681
Audio) ,5/30/2016,59,905,127786,6034
1080p ,5/30/2016,3308,1152,13909457,16277
Spoilers ,5/30/2016,144,1546,212218,4999
#NoMansSky ,5/30/2016,70,215,28222,342
Musical ,5/30/2016,389,2442,200557,16922
Remix) ,5/30/2016,4334,6703,31603880,220591
audio) ,5/30/2016,70,27,488700,2114
HD ,5/30/2016,1097,3584,7627109,40172
TEDxYouth@BosquesDeLasLomas ,5/30/2016,781,1240,1523260,24104
VLOGGING?! ,5/30/2016,847,2250,361670,23393
Existian●11 ,5/30/2016,1312,757,2969273,27656
(中文字幕) ,5/30/2016,1249,5570,1264326,13609
(中文字幕) ,5/30/2016,1249,5570,1264326,13609
Cream） ,5/30/2016,1034,1469,10765139,42139
Know ,5/30/2016,525,1031,154941,2435
Tutorial! ,5/30/2016,1191,1654,438667,17665
Pants! ,5/30/2016,10932,24122,48081174,119396
Potatoes ,5/30/2016,691,3738,212908,3938
Gameplay) ,5/30/2016,1302,7896,7497075,156933
work ,5/30/2016,35,95,163141,1660
Video) ,5/30/2016,6453,11292,47676283,229887
Lhast) ,5/30/2016,216,405,1450677,14767
ALLOWED! ,5/30/2016,7315,24018,1524970,29880
Video ,5/30/2016,924,1228,5850017,56609
TEDxTUHH ,5/30/2016,316,2568,1460016,35153
(full) ,5/30/2016,1666,5040,13925702,96587
Competition ,5/30/2016,17,108,98647,826
MAÑA! ,5/30/2016,587,276,2078745,6344
Watching ,5/30/2016,4769,1911,1227947,9340
Reaction ,5/30/2016,79,204,15485,277
ocean ,5/30/2016,311,325,1298117,5753
more ,5/30/2016,4,34,7065,168
E.B) ,5/30/2016,1332,1502,5336255,37249
Masterclass ,5/30/2016,28365,11329,866615,3768
GAME ,5/30/2016,20,47,16329,194
Nightmares ,5/30/2016,20,329,143770,1759
Meditation ,5/30/2016,375,702,1927368,8439
Ven ,5/30/2016,1374,1937,16241579,41347
4) ,5/30/2016,967,6094,13074501,61451
Conoces ,5/30/2016,1103,3099,4236216,46250
pensamiento ,5/30/2016,43,23,144778,959
Knows ,5/30/2016,3792,15520,44060106,189251
(Audio) ,5/30/2016,1243,1121,1412916,20865
"Games"" ",5/30/2016,1612,6058,25440799,56369
6,5/30/2016,154,1348,264760,4807
2016,5/30/2016,12,197,29455,817
Experience ,5/30/2016,192,520,220661,3408
Movie ,5/30/2016,1435,18633,526867,8202
Audio) ,5/30/2016,224,403,1995959,8052
Warchal ,5/30/2016,16,51,99318,485
Beethoven ,5/30/2016,7461,27805,57554651,186683
Ver ,5/30/2016,654,3965,2070013,41804
News ,5/30/2016,1636,2255,1083882,9080
Version) ,5/30/2016,201,295,215515,5337
(Teaser) ,5/30/2016,19,31,23235,577
Problem ,5/30/2016,102,312,276075,5226
problema ,5/30/2016,333,380,3317634,6224
9,5/30/2016,64,556,69971,7455
bills! ,5/30/2016,444,4749,2663844,18336
Jack?! ,5/30/2016,4734,20144,5130239,93424
Video) ,5/30/2016,248,1060,4939698,17631
2012) ,5/30/2016,47,182,527292,1653
Men ,5/30/2016,322,1,37446,843
Spoilers ,5/30/2016,118,5398,311654,7713
2005.avi ,5/30/2016,152,554,1266292,4449
(FULL) ,5/30/2016,2133,6056,13284677,56925
Human ,5/30/2016,3543,10410,1395345,19836
future) ,5/30/2016,88,525,809821,2457
Philarmonic ,5/30/2016,261,1619,3714360,15268
Equipment ,5/30/2016,626,12,3255086,34670
Admit ,5/30/2016,4372,7392,1118018,16477
Video) ,5/30/2016,5349,14898,13796400,146843
HQ ,5/30/2016,1,22,33200,302
Jansen ,5/30/2016,47,45,232557,858
Ver ,5/30/2016,2109,3490,5371170,53567
Orchestra ,5/30/2016,163,675,1319525,5744
Sleep ,5/30/2016,6393,28870,12595522,257877
2007,5/30/2016,807,2278,8914861,31456
Orchestra ,5/30/2016,63,264,438602,2048
LA ,5/30/2016,43,99,96342,1166
Meaning ,5/30/2016,57,1316,107837,1262
Video] ,5/30/2016,41575,40520,405191409,1419726
Version) ,5/30/2016,3690,11678,5730777,71638
existir ,5/30/2016,15601,4566,10348417,20654
Challenge ,5/30/2016,3801,19227,6552082,78130
Video) ,5/30/2016,867,2338,5766555,33382
Jurado ,5/30/2016,2695,5148,22478137,135057
version) ,5/30/2016,474,4383,8040582,35123
Acid) ,5/30/2016,227,411,522318,7721
"""yes"" ",5/30/2016,161,382,252752,1970
Orchestra ,5/30/2016,244,624,1593599,6366
ColdFusion ,5/30/2016,110,962,166864,6728
Dub ,5/30/2016,276,72,1481831,1511
Interview ,5/30/2016,14,200,13331,293
Love ,5/30/2016,6,9,43152,358
Explicar ,5/30/2016,5074,6715,3541985,81060
Gold ,5/30/2016,20,23,109200,452
(Harnoncourt) ,5/30/2016,432,719,2627620,9906
(Original) ,5/30/2016,101,149,923220,3836
Pressing) ,5/30/2016,147,179,361590,4351
PATROL ,5/30/2016,936,308,1517975,4356
K ,5/30/2016,6936,22604,13897921,177720
Window ,5/30/2016,70,368,19458,558
Parody ,5/30/2016,23,50,155636,1069
HD ,5/30/2016,440,65,1700801,1519
Parody ,5/30/2016,23,50,155636,1069
HD ,5/30/2016,440,65,1700801,1519
10,5/30/2016,985,7280,1934253,71659
needed! ,5/30/2016,560,2075,1340298,34458
Philarmoniker ,5/30/2016,36,233,282094,1420
Lashes ,5/30/2016,1205,6928,1234913,51704
Foundry ,5/30/2016,1,236,5513,446
1989,5/30/2016,90,790,819052,3984
#NAME?,5/30/2016,169,707,239431,2961
Village ,5/30/2016,259,2081,302387,6554
pasa! ,5/30/2016,25125,11008,33995279,58451
Credit? ,5/30/2016,475,1474,1220594,4507
4,5/30/2016,493,1435,6530683,19506
TEDxBloomington ,5/30/2016,12,67,77837,457
watermarble!! ,5/30/2016,357,1252,775774,12247
Options. ,5/30/2016,126,132,579508,3896
(Fedoseyev) ,5/30/2016,70,241,512447,1785
dimension ,5/30/2016,1691,6989,4236765,27598
Nasa ,5/30/2016,2667,2670,3543082,9464
(Harnoncourt) ,5/30/2016,291,679,1954673,6187
#TEAMJ-AX ,5/30/2016,15871,28418,82490313,334871
Now ,5/30/2016,6,78,13597,523
Supreme ,5/30/2016,63,1232,244597,6714
Venezuela ,5/30/2016,161,894,887349,5339
Witness ,5/30/2016,69,627,128945,1378
Chill ,5/30/2016,755,1146,803489,19095
Santandreu ,5/30/2016,453,450,1330210,5875
Yellow ,5/30/2016,4997,25066,14698921,118074
Theory. ,5/30/2016,10,90,3047,141
2012) ,5/30/2016,259,820,1684457,6519
Zombies ,5/30/2016,36,321,65384,2562
Kirshbaum ,5/30/2016,349,699,2447371,13817
Sense ,5/30/2016,153,370,300933,7123
Reason! ,5/30/2016,1740,11672,3782841,77826
Järvi ,5/30/2016,299,578,752707,3713
packaging ,5/30/2016,3,3,5199,26
Bass ,5/30/2016,503633,397341,1396852504,4634103
Uncover ,5/30/2016,16318,30681,109808777,931194
Orchestra[HD] ,5/30/2016,173,760,939154,4360
-1976,5/30/2016,29,209,234327,1454
Dubai) ,5/30/2016,2624,1833,6100666,22818
Video) ,5/30/2016,5626,6503,21922267,162229
(Full) ,5/30/2016,137,746,707121,3870
No.1 ,5/30/2016,854,9550,11318082,93379
It ,5/30/2016,153,721,237920,4047
Explain ,5/30/2016,832,1032,3323870,8117
Son ,5/30/2016,2288,3613,5419315,52662
LIFE/CHANGE ,5/30/2016,645,4441,4368586,56748
DK2) ,5/30/2016,3893,11517,6641949,71334
it ,5/30/2016,2087,18594,5485914,15647
Assassin ,5/30/2016,155,40,62982,950
REQUIRED) ,5/30/2016,90,305,181221,3044
Phil ,5/30/2016,137,687,1484801,5553
Surrender ,5/30/2016,351,625,2707418,6921
COMPLETE ,5/30/2016,390,1639,2510104,12817
Leeuwenberg ,5/30/2016,913,3200,7467035,56460
Boogie2988 ,5/30/2016,640,2258,669908,24970
Sub ,5/30/2016,0,17,8486,87
Son ,5/30/2016,334,1160,1952003,9791
WEEK ,5/30/2016,699,1823,2030641,23501
Money ,5/30/2016,1376,4323,2528692,27283
Shock ,5/30/2016,2404,12035,1549217,44216
music) ,5/30/2016,163,290,596372,3108
Cold ,5/30/2016,211,850,525670,9161
One) ,5/30/2016,15,85,40847,320
explicar ,5/30/2016,2061,4618,3974231,61062
Video ,5/30/2016,77,364,100042,2917
Soil ,5/30/2016,81,257,81012,959
Spaces ,5/30/2016,24,17,213862,281
left. ,5/30/2016,3015,786,14699185,141405
Matsuev ,5/30/2016,93,535,550516,4084
2,5/30/2016,36,239,664416,2368
2016,5/30/2016,53,24,221734,331
Videos ,5/30/2016,180,467,74336,214
Kissin ,5/30/2016,421,969,2700624,12047
Corn ,5/30/2016,835,865,86215,605
Conocemos ,5/30/2016,3944,6632,2717614,18567
workers ,5/30/2016,396,2269,3858569,21444
concert ,5/30/2016,412,1506,3638094,13748
2014,5/30/2016,37,60,101941,179
Nieto ,5/30/2016,121,787,389963,2278
Women ,5/30/2016,70,785,160197,580
TEDxStJohns ,5/30/2016,223,459,383324,2561
2012) ,5/30/2016,573,1819,3803077,15495
School ,5/30/2016,30,56,29041,350
- ,5/30/2016,50,2791,653028,8339
Austin ,5/30/2016,10,86,79161,224
Lesson ,5/30/2016,1925,7720,15885553,125970
Zone ,5/30/2016,596,3292,1150658,9240
it ,5/30/2016,431,1386,574771,5109
Lorde ,5/30/2016,12252,18633,70214783,403472
#656 ,5/30/2016,106,6170,296427,3120
Credit ,5/30/2016,450,1271,1102160,7164
UK ,5/30/2016,115,153,1247285,2540
conductor ,5/30/2016,577,1704,3648326,17577
Crowder ,5/30/2016,1906,5423,377088,14525
Jack! ,5/30/2016,7514,30632,116459071,459547
2,5/30/2016,132,1535,2278239,7134
| ,5/30/2016,8,12,8149,185
quieren. ,5/30/2016,222,450,1078576,3227
existe ,5/30/2016,149,1150,594441,2685
workshop ,5/30/2016,50,263,224304,1285
HD ,5/30/2016,19571,12505,196411842,509297
Video) ,5/30/2016,55,28,71864,574
] ,5/30/2016,220,799,1898717,19040
roads ,5/30/2016,6,16,31276,149
Bite ,5/30/2016,1,1,1319,3
Money ,5/30/2016,495,988,909125,6137
(Full) ,5/30/2016,443,3372,5751703,27959
(HD) ,5/30/2016,195,590,1402589,7262
Karajan ,5/30/2016,44,235,604622,2109
Illness ,5/30/2016,1311,3056,257991,3392
TEDxMidAtlantic ,5/30/2016,59,312,154640,2829
Jumping ,5/30/2016,484,1284,3427871,24530
explicación ,5/30/2016,4774,17749,12038809,296219
Mutter.-.Lambert.Orkis] ,5/30/2016,423,1144,2666178,11306
TBS ,5/30/2016,1505,1865,593926,5381
Bass) ,5/30/2016,1828,1482,3296281,25605
Sounds ,5/30/2016,104,248,122526,1916
PSA ,5/30/2016,1189,4988,7380117,117784
Oficial ,5/30/2016,81517,88066,473196063,1636200
Abbado ,5/30/2016,50,188,406252,1903
(HQ) ,5/30/2016,17403,33892,146357035,650657
Miguelo ,5/30/2016,35824,16731,249831242,517188
"conciencia"" ",5/30/2016,130,469,1037682,6316
Talks ,5/30/2016,265,667,460518,7104
mins ,5/30/2016,449,540,1712511,4589
Thielemann ,5/30/2016,168,377,906361,3741
Month ,5/30/2016,3136,10752,10909276,64273
idea ,5/30/2016,2647,1934,1313114,25288
*PRE-HARDMODE* ,5/30/2016,40,627,72164,608
Documentary ,5/30/2016,2664,13398,573648,3570
Trachtenberg) ,5/30/2016,4880,45613,17771113,350524
Apply ,5/30/2016,2685,28542,6452795,141095
1991,5/30/2016,360,779,2023398,9141
Audio] ,5/30/2016,329,1180,1199538,18489
Music) ,5/30/2016,441,4049,3383476,54902
Guide ,5/30/2016,191,606,339389,5099
Snowden ,5/30/2016,190,6432,506166,4653
(FULL) ,5/30/2016,7370,42596,52566700,352975
(FULL) ,5/30/2016,7370,42596,52566700,352975
Orchestra ,5/30/2016,170,448,1150005,4658
$ign ,5/30/2016,144543,204547,441450461,2324086
Number ,5/30/2016,16,56,149901,431
Review! ,5/30/2016,86,147,12043,122
mal ,5/30/2016,6045,2477,11120691,18499
trends ,5/30/2016,4,18,9983,64
Video) ,5/30/2016,24649,16193,57199411,426255
Colima ,5/30/2016,469,50,899040,1571
española ,5/30/2016,2328,800,12771181,11114
HD ,5/30/2016,383,2266,1575431,11945
Muti ,5/30/2016,495,1135,2763907,14069
1,5/30/2016,38,442,106810,1397
Investigation ,5/30/2016,185,1553,213856,3635
12-Jan,5/30/2016,123,349,1065063,3289
Talkback! ,5/30/2016,3094,216740,6940573,120750
lee? ,5/30/2016,15,210,126686,1189
Face ,5/30/2016,88465,129219,588518764,2255807
K.466 ,5/30/2016,364,1315,1939946,11883
Götterfunken ,5/30/2016,550,4705,3090376,20201
2,5/30/2016,13562,15955,21023908,150552
Engerer) ,5/30/2016,919,1757,9106802,35185
voice) ,5/30/2016,8527,21545,12091188,21704
Down ,5/30/2016,128149,365687,468113365,3921881
1,5/30/2016,2164,1888,3290885,4968
Orchestra ,5/30/2016,405,1585,2518555,11434
Mix).wmv ,5/30/2016,3000,4286,30902593,145089
Vujicic ,5/30/2016,238,708,2123515,13160
TV ,5/30/2016,369145,21839,789123447,566241
Oficial) ,5/30/2016,7065,6920,36111509,209001
NMS?) ,5/30/2016,8,77,9488,94
Return? ,5/30/2016,65,700,17316,316
2,5/30/2016,386,877,2831744,14938
Film] ,5/30/2016,19,168,76984,254
Anxiety ,5/30/2016,5,30,56411,400
Lyrics ,5/30/2016,5800,21418,40914966,175801
Esto! ,5/30/2016,66,53,37736,205
Trash ,5/30/2016,118,781,497621,9202
[HD] ,5/30/2016,220,363,1305255,3556
Ginza ,5/30/2016,148642,101708,546476983,2092028
Problem ,5/30/2016,203,1494,522581,3518
(HBO) ,5/30/2016,3640,13562,10365987,118741
Wife. ,5/30/2016,766,2482,5008987,26101
Circus ,5/30/2016,7,59,71081,1031
comment ,5/30/2016,411,6501,2765823,5608
Jones ,5/30/2016,4,3,3477,44
Things ,5/30/2016,2815,8048,14388187,201506
Pictures ,5/30/2016,4959,9719,20448529,81346
Pictures ,5/30/2016,4959,9719,20448529,81346
Recovery. ,5/30/2016,750,2080,473310,3827
Mama ,5/30/2016,52268,45880,70875525,749301
Video ,5/30/2016,726,5732,2743107,55077
Disappeared? ,5/30/2016,2359,45086,8797796,160341
Police!? ,5/30/2016,5585,43647,5937315,288101
